x	y	z	vz
-806.82	-760.943	-77.307	-11.919
-805.942	-760.016	-77.774	-11.919
-805.065	-759.088	-78.241	-11.919
-804.187	-758.158	-78.71	-11.918
-803.31	-757.228	-79.179	-11.917
-802.432	-756.296	-79.648	-11.917
-801.555	-755.363	-80.118	-11.916
-800.677	-754.428	-80.589	-11.915
-799.8	-753.493	-81.06	-11.913
-798.922	-752.556	-81.532	-11.912
-798.045	-751.618	-82.005	-11.91
-797.167	-750.678	-82.478	-11.909
-796.29	-749.738	-82.952	-11.907
-795.412	-748.796	-83.426	-11.905
-794.535	-747.853	-83.901	-11.903
-793.657	-746.908	-84.377	-11.901
-792.78	-745.962	-84.853	-11.899
-791.902	-745.016	-85.329	-11.896
-791.025	-744.067	-85.806	-11.894
-790.147	-743.118	-86.283	-11.891
-789.27	-742.167	-86.761	-11.888
-788.392	-741.215	-87.24	-11.885
-787.515	-740.262	-87.719	-11.882
-786.637	-739.308	-88.198	-11.879
-785.76	-738.352	-88.678	-11.875
-784.882	-737.395	-89.158	-11.872
-784.005	-736.437	-89.639	-11.868
-783.127	-735.477	-90.12	-11.864
-782.25	-734.517	-90.602	-11.86
-781.372	-733.555	-91.084	-11.856
-780.495	-732.592	-91.566	-11.852
-779.617	-731.627	-92.049	-11.848
-778.74	-730.661	-92.532	-11.843
-777.862	-729.694	-93.015	-11.838
-776.985	-728.726	-93.499	-11.834
-776.107	-727.757	-93.983	-11.829
-775.23	-726.786	-94.468	-11.824
-774.352	-725.814	-94.952	-11.818
-773.475	-724.841	-95.437	-11.813
-772.597	-723.866	-95.923	-11.807
-771.72	-722.89	-96.408	-11.802
-770.842	-721.913	-96.894	-11.796
-769.965	-720.935	-97.38	-11.79
-769.087	-719.956	-97.867	-11.783
-768.21	-718.975	-98.353	-11.777
-767.332	-717.993	-98.84	-11.771
-766.455	-717.01	-99.327	-11.764
-765.577	-716.025	-99.814	-11.757
-764.7	-715.039	-100.301	-11.75
-763.822	-714.052	-100.789	-11.743
-762.945	-713.064	-101.277	-11.736
-762.067	-712.074	-101.764	-11.729
-761.19	-711.084	-102.252	-11.721
-760.312	-710.091	-102.74	-11.713
-759.435	-709.098	-103.228	-11.705
-758.557	-708.104	-103.717	-11.697
-757.679	-707.108	-104.205	-11.689
-756.802	-706.111	-104.693	-11.681
-755.924	-705.112	-105.182	-11.672
-755.047	-704.113	-105.67	-11.664
-754.169	-703.112	-106.158	-11.655
-753.292	-702.11	-106.647	-11.646
